prod_id,qty,price,discount,member,txn_id,start_txn_time
b9a74d,4,17,13,TRUE,500bf9,08-03-2021 02:41:15
e83aa3,4,32,24,TRUE,34601,12-01-2021 17:35:37
e31d39,4,10,24,TRUE,34601,12-01-2021 17:35:37
9ec847,5,54,24,TRUE,34601,12-01-2021 17:35:37
f084eb,3,36,24,TRUE,34601,12-01-2021 17:35:37
b9a74d,3,17,24,TRUE,34601,12-01-2021 17:35:37
e83aa3,4,32,1,TRUE,a88a5e,15-02-2021 04:56:13
5d267b,4,40,1,TRUE,a88a5e,15-02-2021 04:56:13
d5e9a6,3,23,19,FALSE,9a9653,08-02-2021 09:12:50
c8d436,1,10,19,FALSE,9a9653,08-02-2021 09:12:50
f084eb,2,36,19,FALSE,9a9653,08-02-2021 09:12:50
b9a74d,2,17,19,FALSE,9a9653,08-02-2021 09:12:50
2feb6b,2,29,19,FALSE,9a9653,08-02-2021 09:12:50
c4a632,5,13,14,FALSE,1edc69,28-03-2021 15:32:44
e83aa3,5,32,14,FALSE,1edc69,28-03-2021 15:32:44
72f5d4,3,19,14,FALSE,1edc69,28-03-2021 15:32:44
9ec847,5,54,14,FALSE,1edc69,28-03-2021 15:32:44
c8d436,3,10,14,FALSE,1edc69,28-03-2021 15:32:44
b9a74d,4,17,14,FALSE,1edc69,28-03-2021 15:32:44
e83aa3,1,32,18,FALSE,638a7d,15-03-2021 02:24:18
e31d39,2,10,18,FALSE,638a7d,15-03-2021 02:24:18
d5e9a6,4,23,18,FALSE,638a7d,15-03-2021 02:24:18
72f5d4,3,19,18,FALSE,638a7d,15-03-2021 02:24:18
9ec847,3,54,18,FALSE,638a7d,15-03-2021 02:24:18
5d267b,2,40,18,FALSE,638a7d,15-03-2021 02:24:18
c8d436,2,10,18,FALSE,638a7d,15-03-2021 02:24:18
2a2353,3,57,18,FALSE,638a7d,15-03-2021 02:24:18
b9a74d,3,17,18,FALSE,638a7d,15-03-2021 02:24:18
c4a632,5,13,1,FALSE,4bdb49,03-03-2021 04:33:15
9ec847,2,54,1,FALSE,4bdb49,03-03-2021 04:33:15
5d267b,2,40,1,FALSE,4bdb49,03-03-2021 04:33:15
c8d436,1,10,1,FALSE,4bdb49,03-03-2021 04:33:15
f084eb,5,36,1,FALSE,4bdb49,03-03-2021 04:33:15
b9a74d,3,17,1,FALSE,4bdb49,03-03-2021 04:33:15
2feb6b,2,29,1,FALSE,4bdb49,03-03-2021 04:33:15
c4a632,2,13,13,TRUE,8f4908,24-03-2021 21:30:36
e83aa3,4,32,13,TRUE,8f4908,24-03-2021 21:30:36
d5e9a6,2,23,13,TRUE,8f4908,24-03-2021 21:30:36
72f5d4,3,19,13,TRUE,8f4908,24-03-2021 21:30:36
5d267b,4,40,13,TRUE,8f4908,24-03-2021 21:30:36
f084eb,1,36,13,TRUE,8f4908,24-03-2021 21:30:36
b9a74d,5,17,13,TRUE,8f4908,24-03-2021 21:30:36
e31d39,2,10,20,TRUE,3132fb,11-02-2021 01:59:35
d5e9a6,1,23,20,TRUE,3132fb,11-02-2021 01:59:35
5d267b,4,40,20,TRUE,3132fb,11-02-2021 01:59:35
2a2353,4,57,20,TRUE,3132fb,11-02-2021 01:59:35
b9a74d,1,17,20,TRUE,3132fb,11-02-2021 01:59:35
2feb6b,5,29,20,TRUE,3132fb,11-02-2021 01:59:35
c4a632,5,13,12,TRUE,2cf0ed,24-01-2021 00:59:46
e31d39,5,10,12,TRUE,2cf0ed,24-01-2021 00:59:46
d5e9a6,4,23,12,TRUE,2cf0ed,24-01-2021 00:59:46
2a2353,4,57,12,TRUE,2cf0ed,24-01-2021 00:59:46
f084eb,2,36,12,TRUE,2cf0ed,24-01-2021 00:59:46
2feb6b,5,29,12,TRUE,2cf0ed,24-01-2021 00:59:46
e31d39,5,10,16,TRUE,9.00E+37,09-01-2021 17:25:31
d5e9a6,1,23,16,TRUE,9.00E+37,09-01-2021 17:25:31
72f5d4,1,19,16,TRUE,9.00E+37,09-01-2021 17:25:31
f084eb,3,36,16,TRUE,9.00E+37,09-01-2021 17:25:31
d5e9a6,5,23,7,TRUE,d1a249,07-02-2021 21:22:20
72f5d4,4,19,7,TRUE,d1a249,07-02-2021 21:22:20
9ec847,5,54,7,TRUE,d1a249,07-02-2021 21:22:20
2a2353,3,57,7,TRUE,d1a249,07-02-2021 21:22:20
2feb6b,3,29,7,TRUE,d1a249,07-02-2021 21:22:20
c4a632,2,13,22,TRUE,f77cc2,08-02-2021 12:29:28
e83aa3,5,32,22,TRUE,f77cc2,08-02-2021 12:29:28
d5e9a6,3,23,22,TRUE,f77cc2,08-02-2021 12:29:28
9ec847,3,54,22,TRUE,f77cc2,08-02-2021 12:29:28
5d267b,3,40,22,TRUE,f77cc2,08-02-2021 12:29:28
c8d436,5,10,22,TRUE,f77cc2,08-02-2021 12:29:28
2a2353,5,57,22,TRUE,f77cc2,08-02-2021 12:29:28
c4a632,2,13,9,TRUE,1928b1,25-03-2021 08:47:13
e31d39,1,10,9,TRUE,1928b1,25-03-2021 08:47:13
d5e9a6,1,23,9,TRUE,1928b1,25-03-2021 08:47:13
9ec847,1,54,9,TRUE,1928b1,25-03-2021 08:47:13
5d267b,3,40,9,TRUE,1928b1,25-03-2021 08:47:13
2a2353,4,57,9,TRUE,1928b1,25-03-2021 08:47:13
b9a74d,1,17,9,TRUE,1928b1,25-03-2021 08:47:13
2feb6b,5,29,9,TRUE,1928b1,25-03-2021 08:47:13
e83aa3,1,32,5,TRUE,c228e3,03-02-2021 00:35:30
d5e9a6,3,23,5,TRUE,c228e3,03-02-2021 00:35:30
72f5d4,3,19,5,TRUE,c228e3,03-02-2021 00:35:30
2a2353,4,57,5,TRUE,c228e3,03-02-2021 00:35:30
e31d39,2,10,23,TRUE,870d3b,20-01-2021 14:29:25
9ec847,1,54,23,TRUE,870d3b,20-01-2021 14:29:25
c8d436,4,10,23,TRUE,870d3b,20-01-2021 14:29:25
2a2353,3,57,23,TRUE,870d3b,20-01-2021 14:29:25
c4a632,3,13,22,TRUE,46f796,13-03-2021 02:30:37
2a2353,2,57,22,TRUE,46f796,13-03-2021 02:30:37
b9a74d,4,17,22,TRUE,46f796,13-03-2021 02:30:37
d5e9a6,5,23,15,TRUE,24986f,09-01-2021 03:30:35
72f5d4,3,19,15,TRUE,24986f,09-01-2021 03:30:35
5d267b,3,40,15,TRUE,24986f,09-01-2021 03:30:35
2a2353,4,57,15,TRUE,24986f,09-01-2021 03:30:35
f084eb,1,36,15,TRUE,24986f,09-01-2021 03:30:35
b9a74d,3,17,15,TRUE,24986f,09-01-2021 03:30:35
e83aa3,4,32,2,TRUE,90e5ad,28-02-2021 23:10:04
e31d39,4,10,2,TRUE,90e5ad,28-02-2021 23:10:04
9ec847,3,54,2,TRUE,90e5ad,28-02-2021 23:10:04
2a2353,2,57,2,TRUE,90e5ad,28-02-2021 23:10:04
b9a74d,1,17,2,TRUE,90e5ad,28-02-2021 23:10:04
c4a632,3,13,10,TRUE,31f568,13-01-2021 17:48:43
e31d39,2,10,10,TRUE,31f568,13-01-2021 17:48:43
72f5d4,4,19,10,TRUE,31f568,13-01-2021 17:48:43
2feb6b,4,29,10,TRUE,31f568,13-01-2021 17:48:43
e83aa3,1,32,15,TRUE,fb6b00,23-02-2021 17:17:17
e31d39,4,10,15,TRUE,fb6b00,23-02-2021 17:17:17
72f5d4,3,19,15,TRUE,fb6b00,23-02-2021 17:17:17
9ec847,1,54,15,TRUE,fb6b00,23-02-2021 17:17:17
5d267b,5,40,15,TRUE,fb6b00,23-02-2021 17:17:17
2a2353,5,57,15,TRUE,fb6b00,23-02-2021 17:17:17
f084eb,4,36,15,TRUE,fb6b00,23-02-2021 17:17:17
2feb6b,5,29,15,TRUE,fb6b00,23-02-2021 17:17:17
c4a632,2,13,18,TRUE,cf21fe,18-02-2021 08:32:03
5d267b,4,40,18,TRUE,cf21fe,18-02-2021 08:32:03
c8d436,4,10,18,TRUE,cf21fe,18-02-2021 08:32:03
2feb6b,2,29,18,TRUE,cf21fe,18-02-2021 08:32:03
e31d39,1,10,6,TRUE,a4586a,29-01-2021 18:42:10
d5e9a6,3,23,6,TRUE,a4586a,29-01-2021 18:42:10
c8d436,2,10,6,TRUE,a4586a,29-01-2021 18:42:10
2a2353,5,57,6,TRUE,a4586a,29-01-2021 18:42:10
f084eb,3,36,6,TRUE,a4586a,29-01-2021 18:42:10
b9a74d,1,17,6,TRUE,a4586a,29-01-2021 18:42:10
2feb6b,2,29,6,TRUE,a4586a,29-01-2021 18:42:10
c4a632,4,13,16,FALSE,dfec5f,18-01-2021 07:30:42
e83aa3,4,32,16,FALSE,dfec5f,18-01-2021 07:30:42
e31d39,4,10,16,FALSE,dfec5f,18-01-2021 07:30:42
72f5d4,4,19,16,FALSE,dfec5f,18-01-2021 07:30:42
9ec847,3,54,16,FALSE,dfec5f,18-01-2021 07:30:42
5d267b,1,40,16,FALSE,dfec5f,18-01-2021 07:30:42
c8d436,2,10,16,FALSE,dfec5f,18-01-2021 07:30:42
2a2353,4,57,16,FALSE,dfec5f,18-01-2021 07:30:42
f084eb,5,36,16,FALSE,dfec5f,18-01-2021 07:30:42
b9a74d,1,17,16,FALSE,dfec5f,18-01-2021 07:30:42
c4a632,1,13,18,TRUE,7c7e2d,01-02-2021 22:00:01
e83aa3,1,32,18,TRUE,7c7e2d,01-02-2021 22:00:01
e31d39,5,10,18,TRUE,7c7e2d,01-02-2021 22:00:01
72f5d4,5,19,18,TRUE,7c7e2d,01-02-2021 22:00:01
9ec847,1,54,18,TRUE,7c7e2d,01-02-2021 22:00:01
c8d436,1,10,18,TRUE,7c7e2d,01-02-2021 22:00:01
2a2353,5,57,18,TRUE,7c7e2d,01-02-2021 22:00:01
f084eb,2,36,18,TRUE,7c7e2d,01-02-2021 22:00:01
b9a74d,5,17,18,TRUE,7c7e2d,01-02-2021 22:00:01
e83aa3,3,32,0,TRUE,b7106e,22-01-2021 11:50:12
9ec847,2,54,0,TRUE,b7106e,22-01-2021 11:50:12
c8d436,1,10,0,TRUE,b7106e,22-01-2021 11:50:12
2a2353,3,57,0,TRUE,b7106e,22-01-2021 11:50:12
b9a74d,4,17,0,TRUE,b7106e,22-01-2021 11:50:12
9ec847,3,54,6,TRUE,9ae921,22-03-2021 03:08:09
5d267b,2,40,6,TRUE,9ae921,22-03-2021 03:08:09
2a2353,2,57,6,TRUE,9ae921,22-03-2021 03:08:09
f084eb,2,36,6,TRUE,9ae921,22-03-2021 03:08:09
b9a74d,4,17,6,TRUE,9ae921,22-03-2021 03:08:09
e83aa3,4,32,1,TRUE,023ace,15-02-2021 01:51:16
d5e9a6,5,23,1,TRUE,023ace,15-02-2021 01:51:16
9ec847,2,54,1,TRUE,023ace,15-02-2021 01:51:16
c8d436,3,10,1,TRUE,023ace,15-02-2021 01:51:16
b9a74d,2,17,1,TRUE,023ace,15-02-2021 01:51:16
d5e9a6,4,23,22,TRUE,d7b455,29-01-2021 13:20:30
72f5d4,4,19,22,TRUE,d7b455,29-01-2021 13:20:30
5d267b,5,40,22,TRUE,d7b455,29-01-2021 13:20:30
2a2353,3,57,22,TRUE,d7b455,29-01-2021 13:20:30
f084eb,5,36,22,TRUE,d7b455,29-01-2021 13:20:30
c4a632,2,13,4,FALSE,f16705,24-02-2021 01:06:26
e31d39,4,10,4,FALSE,f16705,24-02-2021 01:06:26
d5e9a6,1,23,4,FALSE,f16705,24-02-2021 01:06:26
72f5d4,3,19,4,FALSE,f16705,24-02-2021 01:06:26
9ec847,2,54,4,FALSE,f16705,24-02-2021 01:06:26
b9a74d,3,17,4,FALSE,f16705,24-02-2021 01:06:26
2feb6b,1,29,4,FALSE,f16705,24-02-2021 01:06:26
e83aa3,5,32,18,FALSE,8d2c78,02-03-2021 01:26:51
e31d39,1,10,18,FALSE,8d2c78,02-03-2021 01:26:51
72f5d4,2,19,18,FALSE,8d2c78,02-03-2021 01:26:51
f084eb,1,36,18,FALSE,8d2c78,02-03-2021 01:26:51
d5e9a6,3,23,16,TRUE,28d244,20-02-2021 06:45:04
9ec847,2,54,16,TRUE,28d244,20-02-2021 06:45:04
5d267b,1,40,16,TRUE,28d244,20-02-2021 06:45:04
c8d436,4,10,16,TRUE,28d244,20-02-2021 06:45:04
2a2353,4,57,16,TRUE,28d244,20-02-2021 06:45:04
f084eb,3,36,16,TRUE,28d244,20-02-2021 06:45:04
c4a632,4,13,22,FALSE,d499f9,13-02-2021 19:04:21
d5e9a6,4,23,22,FALSE,d499f9,13-02-2021 19:04:21
9ec847,3,54,22,FALSE,d499f9,13-02-2021 19:04:21
5d267b,1,40,22,FALSE,d499f9,13-02-2021 19:04:21
c8d436,1,10,22,FALSE,d499f9,13-02-2021 19:04:21
2a2353,4,57,22,FALSE,d499f9,13-02-2021 19:04:21
f084eb,5,36,22,FALSE,d499f9,13-02-2021 19:04:21
b9a74d,2,17,22,FALSE,d499f9,13-02-2021 19:04:21
c4a632,2,13,22,TRUE,3fcd70,15-02-2021 07:06:06
72f5d4,4,19,22,TRUE,3fcd70,15-02-2021 07:06:06
9ec847,5,54,22,TRUE,3fcd70,15-02-2021 07:06:06
f084eb,4,36,22,TRUE,3fcd70,15-02-2021 07:06:06
b9a74d,1,17,22,TRUE,3fcd70,15-02-2021 07:06:06
2feb6b,2,29,22,TRUE,3fcd70,15-02-2021 07:06:06
e31d39,4,10,23,TRUE,4f6a83,07-02-2021 16:17:01
d5e9a6,2,23,23,TRUE,4f6a83,07-02-2021 16:17:01
9ec847,5,54,23,TRUE,4f6a83,07-02-2021 16:17:01
c8d436,1,10,23,TRUE,4f6a83,07-02-2021 16:17:01
2feb6b,5,29,23,TRUE,4f6a83,07-02-2021 16:17:01
c4a632,1,13,19,FALSE,572c3a,09-01-2021 23:57:30
e83aa3,3,32,19,FALSE,572c3a,09-01-2021 23:57:30
e31d39,4,10,19,FALSE,572c3a,09-01-2021 23:57:30
d5e9a6,5,23,19,FALSE,572c3a,09-01-2021 23:57:30
9ec847,5,54,19,FALSE,572c3a,09-01-2021 23:57:30
5d267b,3,40,19,FALSE,572c3a,09-01-2021 23:57:30
c8d436,1,10,19,FALSE,572c3a,09-01-2021 23:57:30
2a2353,3,57,19,FALSE,572c3a,09-01-2021 23:57:30
f084eb,1,36,19,FALSE,572c3a,09-01-2021 23:57:30
2feb6b,1,29,19,FALSE,572c3a,09-01-2021 23:57:30
c4a632,2,13,12,FALSE,04970c,28-01-2021 10:03:47
e31d39,2,10,12,FALSE,04970c,28-01-2021 10:03:47
72f5d4,3,19,12,FALSE,04970c,28-01-2021 10:03:47
9ec847,4,54,12,FALSE,04970c,28-01-2021 10:03:47
c8d436,5,10,12,FALSE,04970c,28-01-2021 10:03:47
c4a632,3,13,16,TRUE,8d1375,15-03-2021 19:41:11
e83aa3,3,32,16,TRUE,8d1375,15-03-2021 19:41:11
72f5d4,4,19,16,TRUE,8d1375,15-03-2021 19:41:11
5d267b,2,40,16,TRUE,8d1375,15-03-2021 19:41:11
c8d436,2,10,16,TRUE,8d1375,15-03-2021 19:41:11
2a2353,5,57,16,TRUE,8d1375,15-03-2021 19:41:11
f084eb,5,36,16,TRUE,8d1375,15-03-2021 19:41:11
2feb6b,2,29,16,TRUE,8d1375,15-03-2021 19:41:11
c4a632,4,13,0,FALSE,95ef47,20-01-2021 18:38:25
e31d39,3,10,0,FALSE,95ef47,20-01-2021 18:38:25
d5e9a6,5,23,0,FALSE,95ef47,20-01-2021 18:38:25
72f5d4,1,19,0,FALSE,95ef47,20-01-2021 18:38:25
9ec847,3,54,0,FALSE,95ef47,20-01-2021 18:38:25
5d267b,1,40,0,FALSE,95ef47,20-01-2021 18:38:25
c8d436,3,10,0,FALSE,95ef47,20-01-2021 18:38:25
2a2353,4,57,0,FALSE,95ef47,20-01-2021 18:38:25
b9a74d,1,17,0,FALSE,95ef47,20-01-2021 18:38:25
c4a632,2,13,19,TRUE,9a36b3,24-01-2021 23:26:15
e83aa3,3,32,19,TRUE,9a36b3,24-01-2021 23:26:15
e31d39,1,10,19,TRUE,9a36b3,24-01-2021 23:26:15
72f5d4,1,19,19,TRUE,9a36b3,24-01-2021 23:26:15
9ec847,3,54,19,TRUE,9a36b3,24-01-2021 23:26:15
5d267b,5,40,19,TRUE,9a36b3,24-01-2021 23:26:15
c8d436,4,10,19,TRUE,9a36b3,24-01-2021 23:26:15
f084eb,1,36,19,TRUE,9a36b3,24-01-2021 23:26:15
b9a74d,4,17,19,TRUE,9a36b3,24-01-2021 23:26:15
2feb6b,5,29,19,TRUE,9a36b3,24-01-2021 23:26:15
72f5d4,2,19,6,TRUE,7db661,18-01-2021 04:02:51
5d267b,5,40,6,TRUE,7db661,18-01-2021 04:02:51
c8d436,4,10,6,TRUE,7db661,18-01-2021 04:02:51
b9a74d,2,17,6,TRUE,7db661,18-01-2021 04:02:51
c4a632,3,13,17,TRUE,3424ed,20-01-2021 23:52:41
e83aa3,1,32,17,TRUE,3424ed,20-01-2021 23:52:41
e31d39,4,10,17,TRUE,3424ed,20-01-2021 23:52:41
9ec847,3,54,17,TRUE,3424ed,20-01-2021 23:52:41
5d267b,2,40,17,TRUE,3424ed,20-01-2021 23:52:41
b9a74d,4,17,17,TRUE,3424ed,20-01-2021 23:52:41
e83aa3,1,32,13,TRUE,16463d,20-01-2021 07:26:39
72f5d4,5,19,13,TRUE,16463d,20-01-2021 07:26:39
9ec847,5,54,13,TRUE,16463d,20-01-2021 07:26:39
5d267b,1,40,13,TRUE,16463d,20-01-2021 07:26:39
2a2353,4,57,13,TRUE,16463d,20-01-2021 07:26:39
b9a74d,3,17,13,TRUE,16463d,20-01-2021 07:26:39
d5e9a6,1,23,21,TRUE,27be37,20-01-2021 00:46:56
9ec847,5,54,21,TRUE,27be37,20-01-2021 00:46:56
c8d436,2,10,21,TRUE,27be37,20-01-2021 00:46:56
2a2353,2,57,21,TRUE,27be37,20-01-2021 00:46:56
2feb6b,1,29,21,TRUE,27be37,20-01-2021 00:46:56
c4a632,3,13,2,TRUE,354cfd,21-03-2021 09:17:42
e31d39,5,10,2,TRUE,354cfd,21-03-2021 09:17:42
9ec847,5,54,2,TRUE,354cfd,21-03-2021 09:17:42
c8d436,5,10,2,TRUE,354cfd,21-03-2021 09:17:42
2a2353,3,57,2,TRUE,354cfd,21-03-2021 09:17:42
b9a74d,1,17,2,TRUE,354cfd,21-03-2021 09:17:42
e83aa3,2,32,21,FALSE,3c2972,16-02-2021 09:44:38
e31d39,5,10,21,FALSE,3c2972,16-02-2021 09:44:38
d5e9a6,3,23,21,FALSE,3c2972,16-02-2021 09:44:38
72f5d4,3,19,21,FALSE,3c2972,16-02-2021 09:44:38
5d267b,2,40,21,FALSE,3c2972,16-02-2021 09:44:38
c8d436,2,10,21,FALSE,3c2972,16-02-2021 09:44:38
2a2353,1,57,21,FALSE,3c2972,16-02-2021 09:44:38
2feb6b,3,29,21,FALSE,3c2972,16-02-2021 09:44:38
e31d39,4,10,4,TRUE,916293,23-03-2021 15:32:02
d5e9a6,3,23,4,TRUE,916293,23-03-2021 15:32:02
b9a74d,4,17,4,TRUE,916293,23-03-2021 15:32:02
2feb6b,4,29,4,TRUE,916293,23-03-2021 15:32:02
e83aa3,2,32,18,TRUE,144b5e,28-01-2021 21:18:24
e31d39,2,10,18,TRUE,144b5e,28-01-2021 21:18:24
72f5d4,1,19,18,TRUE,144b5e,28-01-2021 21:18:24
5d267b,5,40,18,TRUE,144b5e,28-01-2021 21:18:24
f084eb,1,36,18,TRUE,144b5e,28-01-2021 21:18:24
c4a632,4,13,0,FALSE,f4dfc4,24-01-2021 00:02:18
72f5d4,4,19,0,FALSE,f4dfc4,24-01-2021 00:02:18
5d267b,3,40,0,FALSE,f4dfc4,24-01-2021 00:02:18
2a2353,3,57,0,FALSE,f4dfc4,24-01-2021 00:02:18
c4a632,5,13,12,TRUE,f84e54,23-02-2021 17:24:06
e83aa3,4,32,12,TRUE,f84e54,23-02-2021 17:24:06
d5e9a6,3,23,12,TRUE,f84e54,23-02-2021 17:24:06
9ec847,3,54,12,TRUE,f84e54,23-02-2021 17:24:06
5d267b,5,40,12,TRUE,f84e54,23-02-2021 17:24:06
f084eb,4,36,12,TRUE,f84e54,23-02-2021 17:24:06
2feb6b,2,29,12,TRUE,f84e54,23-02-2021 17:24:06
c4a632,2,13,8,TRUE,76dbcb,02-03-2021 14:48:40
e83aa3,1,32,8,TRUE,76dbcb,02-03-2021 14:48:40
e31d39,1,10,8,TRUE,76dbcb,02-03-2021 14:48:40
72f5d4,3,19,8,TRUE,76dbcb,02-03-2021 14:48:40
c8d436,1,10,8,TRUE,76dbcb,02-03-2021 14:48:40
2a2353,4,57,8,TRUE,76dbcb,02-03-2021 14:48:40
f084eb,5,36,8,TRUE,76dbcb,02-03-2021 14:48:40
c4a632,5,13,8,FALSE,2.18E+11,05-01-2021 05:49:37
e83aa3,1,32,8,FALSE,2.18E+11,05-01-2021 05:49:37
72f5d4,5,19,8,FALSE,2.18E+11,05-01-2021 05:49:37
5d267b,3,40,8,FALSE,2.18E+11,05-01-2021 05:49:37
c8d436,5,10,8,FALSE,2.18E+11,05-01-2021 05:49:37
f084eb,2,36,8,FALSE,2.18E+11,05-01-2021 05:49:37
b9a74d,5,17,8,FALSE,2.18E+11,05-01-2021 05:49:37
c4a632,2,13,14,FALSE,fe3190,16-02-2021 00:44:47
d5e9a6,4,23,14,FALSE,fe3190,16-02-2021 00:44:47
72f5d4,4,19,14,FALSE,fe3190,16-02-2021 00:44:47
e83aa3,3,32,3,FALSE,69cc4a,12-02-2021 22:37:54
9ec847,5,54,3,FALSE,69cc4a,12-02-2021 22:37:54
2a2353,4,57,3,FALSE,69cc4a,12-02-2021 22:37:54
